index,integration,consumer-goods-cloud,mytrailhead,community-cloud,commerce-cloud,service-cloud,success-plans,manufacturing-cloud,salesforce-quote-to-cash,health-cloud,platform,heroku,marketing-cloud,cms,quip,sales-cloud,sales-and-service-cloud,financial-services-cloud,crm-analytics,y_pred
id=psc_admin_concept_psc_welcom.htm,0.1117838913549528,0.1363246720749489,0.03986706144696639,0.21035136847832514,0.16061489617981692,0.19232196011868763,0.07260856376000546,0.18838768851180568,0.0926631617818957,0.15841233667391974,0.22195855351433194,0.14024426567789458,0.13982036415174687,0.09670950047502494,0.0639462462393931,0.21058467061502348,0.20599739421764307,0.22607510654408483,0.08011626333666699,
id=sustainability_manager_intro.htm,0.08779220944101264,0.0945754330538794,0.028713969602358974,0.13208356966929508,0.10926203620765046,0.14345340852210475,0.04088251713187248,0.13361766358292765,0.07012318691184938,0.10783099820405168,0.12177137765097536,0.05896630758539603,0.14489112313602778,0.057560223426759115,0.06437862679671928,0.14517345106177604,0.1368315276487125,0.1449646966136716,0.10805571091733021,
id=c360_basics.htm,0.0982217776650804,0.08961095254392352,0.014631484501985,0.18248930705975175,0.2229647225679632,0.1839075234632869,0.043076620526823026,0.16709916718658419,0.06076025835722872,0.12033656117142645,0.14340148469216452,0.09870539541817248,0.19974071274720012,0.06257802019122674,0.06025064188074224,0.1879529304914912,0.18870290373432136,0.1984542664339395,0.11344618505490607,
id=search_find_organize.htm,0.09212761242646494,0.062025650390805945,0.021202803679263627,0.08933645007819124,0.11763873377869513,0.07894581466921806,0.033037144392335405,0.06644054689594642,0.023991501756887967,0.05503886901241095,0.10502626193541816,0.02265454734199837,0.09866055897515355,0.057088776298276356,0.04073353870127405,0.0800358204244807,0.08050144799229951,0.08134894472275195,0.03570952153386541,
id=mc_content_creation.htm,0.05457325253568173,0.04959397039365636,0.14300287210119345,0.12998635457236862,0.1123338848867118,0.11308562365385842,0.019039634926108308,0.09954057743349659,0.04532367285253468,0.0864281295241398,0.08982139473716605,0.023394338593283416,0.3124108015648428,0.3447872843950515,0.019767746420999422,0.11180163435813618,0.11513842092791728,0.11387157945308503,0.043602864721979634,cms
id=om_order_management.htm,0.040814690098880245,0.08181663355709504,0.008849497928793533,0.07394792498322152,0.41198105306964145,0.11216107657288717,0.02011937880506184,0.10794523843343956,0.2377889256728608,0.08781557819085,0.08215446936968417,0.023538245393752558,0.04172442734737504,0.03630063289103093,0.02197399681813072,0.09961286572683484,0.12453680415839846,0.12060630431136536,0.029097788071453475,commerce-cloud
id=fsc.htm,0.06110744250085326,0.09986462442408109,0.032329294010933714,0.12439841636056284,0.1385946131870073,0.13641324996854232,0.05091447100156751,0.158871804496075,0.09342431347582633,0.1274295343104807,0.12253451838584484,0.04533244342006981,0.1548514334551853,0.04504297610766133,0.029192341444354477,0.1858220551720226,0.17168755846626896,0.48983194438167643,0.09782763428630312,financial-services-cloud
id=optimizer_introduction.htm,0.0506498218194704,0.037216159118222826,0.008720637395306045,0.05774174483011724,0.05384423962839123,0.144077581009465,0.13232782233292625,0.11804659564883613,0.0418540449900684,0.1021081487909623,0.07985323127729471,0.06463110640964102,0.06527894065360791,0.03751456068425492,0.09613819741850398,0.1274336326644365,0.12877556736642137,0.09891766740470641,0.046465607697554756,
id=mc_is_interaction_studio.htm,0.04429343959199265,0.03422194750224937,0.01411625872714398,0.06692750369178024,0.07420100031961745,0.08551664489408102,0.02930336994393661,0.06626880638862094,0.019155828060739077,0.06710955505215825,0.05643653544633685,0.023049701004327166,0.19625004757522868,0.024445387879999246,0.01785720959182876,0.09597609373763474,0.08369523600513619,0.10385293648369906,0.05855065060434877,
id=salesforce_maps_intro.htm,0.056199640042189136,0.19217779313844266,0.024808288609668955,0.09392179213554741,0.07422991617845273,0.1103298031815298,0.07964942314819642,0.12800276497516497,0.06682903704216892,0.08282084617231895,0.1126310216924271,0.04496354456274078,0.08664352992994076,0.04236346670220653,0.06170506538472101,0.14921819605648273,0.14261266720215945,0.12806532704098422,0.03605371227054943,
id=mc_data_management_and_analytics.htm,0.10428328178735237,0.10143708230610043,0.05591858660601618,0.12636957102608198,0.15202297422950145,0.16557040567128212,0.0399703398289933,0.1593918085656676,0.06727774426550662,0.12542603946755806,0.11945135241088978,0.04670427696108553,0.45103573394261365,0.10617402866038032,0.03475905535553294,0.1831829134648377,0.1645041826924888,0.1769711213855315,0.18713547034652636,marketing-cloud
id=psc_user_concept_approvals.htm,0.038519530751642536,0.24642858016065922,0.05293455235667047,0.06215211903795805,0.06493293160763933,0.09815891047135154,0.02349369520253933,0.09705518693450192,0.05567653722418573,0.10238092414973643,0.08922769400017788,0.04698871899885054,0.0518220424934173,0.040414662738441916,0.02952776784425606,0.11173606254650237,0.09429201781168757,0.12762347771479113,0.021306863882302192,
id=sales_productivity.htm,0.08411084498446778,0.14339653475034542,0.04577455735615511,0.15856617304179257,0.1411022562729418,0.21688581165962467,0.10252360851875306,0.2695911700689298,0.08489541064791546,0.14942228090907578,0.17468034231824459,0.07098669393812694,0.23183513092850744,0.09427743339081175,0.10511399389659945,0.36092402688473646,0.31444512389905754,0.24834169345462212,0.07183687245612258,sales-cloud
id=custom_ai_home.htm,0.02330494483452346,0.059357004722658244,0.006535174757868749,0.03382465328740875,0.03227148687273642,0.04431041051199151,0.008485950319224151,0.04949432942489287,0.015242442447242285,0.030074933188495887,0.04693591762822634,0.020348279456054053,0.07718333736473437,0.01644304108736113,0.03239833567099161,0.06263819760205218,0.04965411933112877,0.049334341341979976,0.3412845892386788,crm-analytics
id=package_distribute_apps_overview.htm,0.08852980838058191,0.05803765261389931,0.03724340036796035,0.15289893364538207,0.12059371087586665,0.12981564629161113,0.06203254453313306,0.11588298774168379,0.06801395992728732,0.09609112156300194,0.15157578835939634,0.0549013914600024,0.1016566713460144,0.048794204146753825,0.056166695661303355,0.13468558282179952,0.13597855656604602,0.12147512486497804,0.024525248612365224,
id=basics_welcome_salesforce_users.htm,0.1134806122887117,0.16601076698326964,0.08523186165239406,0.21633548531673213,0.21982487880112742,0.27876233422715196,0.170937207473678,0.2591698969796125,0.08863644030625467,0.19471728267783628,0.24890786287231606,0.10717923597513482,0.1884137108470767,0.10813808117985321,0.15172255836229084,0.3007105476031742,0.29026764605429656,0.26824616883646274,0.08780905856946183,sales-cloud
id=retail_concept_admin_overview.htm,0.06751172308807694,0.4819156691089104,0.03861904169963433,0.13111737686096264,0.15137520211830657,0.1268076424305582,0.042210505085729634,0.1831281564679864,0.10820831709625535,0.10122351538414133,0.12903568434383011,0.03741317780424766,0.16444287108398492,0.06817232336406416,0.04522838813295761,0.18623622953086338,0.15991550918034966,0.1654479339759515,0.11524440984551838,consumer-goods-cloud
id=data_protection_and_privacy.htm,0.07684993371776215,0.08063431775933189,0.02300006250290815,0.14131613300658802,0.145943508357452,0.15457789907251956,0.04936945468057721,0.14850590901146388,0.0729908483670633,0.12491492605493264,0.10591149424449738,0.0907895541984128,0.17467494693299743,0.02889730123641198,0.07228445827457536,0.16975140464319677,0.16002490079143628,0.19836303296851898,0.12819079891808985,
id=iotx_home.htm,0.025185870999476553,0.032724914403019466,0.007582172532133367,0.03335994719256747,0.052349367015050226,0.0650456923270291,0.04807643097441226,0.05949750788015485,0.03856241150850067,0.044883267894402695,0.07180257128332117,0.03273463123211517,0.0521141089048236,0.023240588733708874,0.04183448142303536,0.06887342121955448,0.06505261080048921,0.10776079903128735,0.020505225771622053,
id=mfa_welcome_to_mfa.htm,0.05647855442910755,0.09546933262554311,0.028656248463084778,0.11878011931179869,0.11350367025925837,0.13413013704972307,0.12167496814381541,0.12063351961241228,0.08032208943012303,0.12927921872617665,0.09943324881949163,0.05058385517704693,0.10397855878604517,0.03608859467625957,0.042927798908259616,0.13159641256593324,0.1294003230886614,0.12249942007365303,0.02031597163694704,
id=bundle_pardot_parent.htm,0.05809850375025016,0.0575386264048562,0.02948966635426474,0.07753810831984624,0.07613116455916592,0.12026011114709442,0.03524890709752981,0.1445738188360768,0.04413010687778527,0.09047286555596785,0.08120334429748863,0.03174036065564177,0.31806236157420886,0.05947254609014891,0.035403062294280495,0.17354313734625498,0.15285331361421858,0.13582011009754807,0.03887273078531527,marketing-cloud
id=salesforcea_overview.htm,0.05606836367015878,0.12671229278143542,0.05495834231789207,0.12117799925845082,0.08670273558479964,0.15726742363562823,0.06743332912553027,0.13243532519553639,0.04313472170261392,0.10127625483863356,0.13399285396308286,0.02236481536801864,0.09086560352339783,0.06647216876630813,0.07420392912207273,0.14924038582249843,0.13967576307129276,0.10429478078369836,0.0177635507018421,
id=identity_overview.htm,0.14126978854042627,0.09635423650930462,0.11728129172321719,0.2652313008221292,0.19561644573015963,0.26157949576314904,0.11529944096965732,0.18908611381839197,0.06956468921295068,0.18299207737995687,0.24350483883923435,0.08537960561113832,0.1510269787039917,0.09486184124774161,0.09548866203697591,0.2211755797062555,0.24240019338041605,0.21624315247407438,0.05209494999313249,community-cloud
id=einstein_sales.htm,0.040800564926621104,0.11083760241780082,0.023390163759138886,0.07438977518325866,0.0751327277430655,0.09242259836024842,0.040525606524749985,0.216380344408164,0.051646659385973084,0.07952286421457218,0.08324499822747658,0.0319388337183347,0.2841323512083565,0.02599445315708008,0.02773674645344176,0.2932034373897837,0.2110991675290491,0.17208532194142526,0.20094999774337344,sales-cloud
id=setup_overview.htm,0.13349104520132535,0.17020057427033303,0.07039666010252947,0.273838434398265,0.19557116805886932,0.2628260943110285,0.11463121766302908,0.24793476884559842,0.10013147727045774,0.19885184027612404,0.3216773355096814,0.10915832290149878,0.21257039858362464,0.09876855190462099,0.10116647879800125,0.27471194036406127,0.2655538543221038,0.2451477182907365,0.0946901003743792,platform
id=mfg_user_parent_concept.htm,0.027879885013287253,0.13360856674899993,0.010283128909864842,0.058296746345471946,0.1334876447641891,0.0665994820765614,0.048106022071986033,0.42560967184393217,0.15104704414902967,0.064810558839002,0.05373834082782388,0.02444662590603802,0.10604591199268293,0.018503232874403,0.017600589035004412,0.2076641252799745,0.15137809592137028,0.13560852290318154,0.05863626446163107,manufacturing-cloud
id=networks_overview.htm,0.10919061826102268,0.08612550383229307,0.07458682722154139,0.33848346381858563,0.19888609411412364,0.20072301560280528,0.1390555383971671,0.15391165267493784,0.055517759990127605,0.15467418533916524,0.21750303980241226,0.052187946180672636,0.15872619719567277,0.14345803577740715,0.06474370268101742,0.17753535986887392,0.19543372946945106,0.18147352590214696,0.039036218209445306,community-cloud
id=mc_scripting_languages.htm,0.08906847532482685,0.03511670639558513,0.03853117500169009,0.09131564017164719,0.12309149860358523,0.10459353652305427,0.030203493981026657,0.07175527614642026,0.024818341543293407,0.0776158787033801,0.0676482108468785,0.06002442860895722,0.271860462379108,0.11583765668913347,0.020369020099086605,0.08453368935973705,0.09225773347913176,0.09773606224977656,0.03949706246721615,marketing-cloud
id=blng_billing_parent.htm,0.027556024417552186,0.0815550501548596,0.006324033049025383,0.04323926013593978,0.24985030752212653,0.0711225451744033,0.041690778567840696,0.1065242069234964,0.5744146333631507,0.052699640060661204,0.06018266489893108,0.026385679019684933,0.06027515177092035,0.021163910676991762,0.027965576629690913,0.08644008815961933,0.08274539299212585,0.09776350437484706,0.02371775811242932,salesforce-quote-to-cash
id=mc_contact_data.htm,0.08662221089249411,0.07215230705450967,0.03035062290345239,0.17153946803042958,0.1363316431934715,0.13395177670993885,0.02744404891232793,0.1584151970405792,0.04876947936926875,0.11153966320724171,0.14693673047931974,0.05283137371131469,0.2868305459034588,0.0783236841837239,0.0434432868851983,0.18104116244265742,0.1659097873975668,0.16017784928917544,0.11738863620129349,marketing-cloud
id=mc_rn_release_notes.htm,0.1019109712672826,0.09189618889519385,0.06096967728025747,0.13724459264756386,0.17059488653949637,0.17081715304737563,0.05480559887593108,0.15263479828162033,0.058336062176616944,0.1387609640775597,0.13095536364060004,0.04280280924180313,0.4461106845966574,0.12117214912422242,0.040591272282659005,0.1771145478679293,0.17301961041383487,0.1747658760786356,0.093990349072323,marketing-cloud
id=extend_click_intro.htm,0.11392821367876853,0.2077131984824691,0.08727817635996936,0.2800107220852148,0.23538314355080045,0.28909992811803487,0.08547033190284993,0.25683416894410044,0.09542911171107535,0.1978558171761848,0.3226509544788292,0.10863314187920181,0.19717276325628078,0.14183173631228113,0.11163770502543473,0.2694094822611933,0.27815612210308993,0.2782943907127275,0.09888188503058266,platform
id=health1.htm,0.05545759177049736,0.0919929158774585,0.04752054072069861,0.10008929739483953,0.09089801143658685,0.10984769965864913,0.05847609995241997,0.11513629557598412,0.04866707561987024,0.6291875147512714,0.10646780989607788,0.03917779105381897,0.10326092654732803,0.040402410625663396,0.049066317030965784,0.12506382286616327,0.1209357453944484,0.14188243698900338,0.040373451412426146,health-cloud
id=get_started_with_trailblazer_id.htm,0.04007304524918,0.03027211776758903,0.04150262651113465,0.0522266395571516,0.05007144326021535,0.0571612312877652,0.13104203235094078,0.053471718189103096,0.0193751072589642,0.045984658659611585,0.05160951948486255,0.014446661596011186,0.07555840189629019,0.020139475624899084,0.0208300376980595,0.06751639517382296,0.0683563354744431,0.0862341350045752,0.00815752166670166,
id=data_quality.htm,0.07096464208319984,0.0739302536288066,0.01905147596831531,0.114334886046852,0.10598357024087937,0.11624974536466035,0.04194853142186154,0.1822108404910816,0.054519712329116704,0.09004886375733402,0.12939689345337405,0.08111953824753443,0.12259572486509505,0.05485229007849633,0.07117580304724383,0.24671539213927557,0.2060597897361806,0.18687357674205396,0.0903918325690937,
id=mc_social.htm,0.03982661514928325,0.060028186107498265,0.04249096599645262,0.08083530697847015,0.08363878498684445,0.1315484145453234,0.03492827087833617,0.09066272840885325,0.047092561170512665,0.13226510172254624,0.08030307558540403,0.02716446507898958,0.284523078260204,0.06237328455605684,0.028249573478020488,0.11645329923322427,0.12501589394582444,0.12071124253059766,0.06411077923878655,marketing-cloud
id=deploy_sandboxes_parent.htm,0.0798212791351448,0.04415929550401488,0.019874305843628634,0.08944430283661886,0.1265044010207858,0.20190274526373672,0.04636513745981088,0.19505167559801753,0.044077368879590476,0.13874072959157147,0.08426306706838886,0.08806606655176875,0.09669196132037061,0.03349633284646284,0.0535326643598753,0.19897550973788553,0.1919360244112994,0.14523342369351705,0.04717857154438675,
id=mc_ads_advertising_studio.htm,0.01729045524397428,0.025415958353258414,0.008015046539615111,0.08656739328686652,0.05608672432488038,0.039830319661636596,0.010756721110319192,0.06062672552621629,0.015006880234741546,0.03445957524717902,0.032843002885938576,0.011241421285524095,0.22456173253659648,0.019778069624649577,0.008135973604694119,0.07866226181332835,0.0668979251288806,0.05587632400505527,0.03244137152061049,
id=b2b_commerce.htm,0.04554629893173975,0.13679332564289007,0.03237758726758879,0.09838720204115763,0.3226746829524406,0.07809295347596329,0.04351037081497705,0.09816867950503003,0.12648489422884793,0.0623599808220448,0.09222688651824933,0.03516037646542291,0.10383355442367281,0.10962040423815282,0.026649186852415532,0.1007326021974913,0.09568998920228815,0.11370131686398743,0.030348871193500757,commerce-cloud
id=mc_ca_campaigns.htm,0.03003488010533933,0.01643620496019887,0.007232769863172229,0.048013489486293096,0.0771351691933059,0.04699366988640311,0.019833259022354267,0.0769423497845281,0.017318756614884075,0.04707901371196904,0.027244122144944084,0.009687240699659838,0.2262082807060005,0.02689519116003151,0.020044901342977338,0.09260366915857346,0.06429909758447577,0.05876579121247205,0.01205464636687406,
id=mc_overview_marketing_cloud.htm,0.09794896521478494,0.07109478753341704,0.03472240607837791,0.10987257258072176,0.13808983422657914,0.12163025014386429,0.0501462947019546,0.11307842858709802,0.043764360949507045,0.0972504227709901,0.17686929687698938,0.0402661528500592,0.32000130283542405,0.03702857145574278,0.026291992394848744,0.13171565765139706,0.13092814628793753,0.13845482762072234,0.03756970172446251,marketing-cloud
id=emergency_response_management_intro.htm,0.07132809242670032,0.10899816132446677,0.08313834772831542,0.17494017499414813,0.134771394621825,0.16181072312234537,0.061156661986320755,0.14791440966687755,0.06206307858142566,0.29787749727129603,0.18758004659321403,0.05150733243481762,0.12838615111184842,0.08429543762318423,0.039941764823729964,0.17072451496647553,0.17393979178741434,0.1856103179998838,0.046445637563374116,health-cloud
id=anywhere_app_parent.htm,0.07876386477682416,0.11081523659086014,0.03309989138834262,0.1696229523715286,0.13899276564751462,0.22967184681395253,0.12810557023623606,0.17374786528282868,0.051846145630093037,0.15507257584020423,0.18739066952068648,0.0659519026600859,0.12307673043437489,0.08589570967953764,0.343289904740821,0.19527161176406055,0.20522077376842582,0.17763686433250278,0.04987248080047912,quip
id=mc_journeys_and_automations.htm,0.0557553512724734,0.05570859113962027,0.015683110432095672,0.0926983524551429,0.09783415782733951,0.10300088933305773,0.0252982838273849,0.11404283368449165,0.034244377798635595,0.09352054467460161,0.1017643341338838,0.023513628371885576,0.2927754394440848,0.04571768115756908,0.029335263601137217,0.13865021375619652,0.12565579553573406,0.11634906419487812,0.0680605666365687,marketing-cloud
id=mc_external_integrations.htm,0.10175708411827379,0.03739795899086297,0.012673255768004509,0.10007778723593441,0.1054633582646598,0.10163496137812322,0.03122008953866486,0.10934460980476911,0.03265556527015552,0.07497060406710919,0.0693844649850301,0.03037186126350689,0.27385111993792277,0.03550740416468947,0.019588303069025766,0.15000876550454215,0.12672426525014358,0.11006793197991685,0.03465579004391592,marketing-cloud
id=mc_email.htm,0.08568338820596838,0.08258867168872801,0.04564926218846029,0.10931750962140861,0.13471106600995966,0.15624042505023641,0.03790620252612491,0.14594322334831064,0.05728638455495703,0.1152931213383518,0.10591692803587749,0.04967246584949388,0.3409784366475001,0.10848876966934319,0.036590790397026535,0.17371374215414243,0.17064323809952847,0.15545794697371548,0.06584085624292915,marketing-cloud
id=salesforce_app.htm,0.024454600339089545,0.1060036791374605,0.05110883333444126,0.07607560498451496,0.07823599662129922,0.188717109660603,0.06776930934273083,0.15851146548059564,0.027784225687048983,0.11933302054213056,0.15893298755749274,0.0438685536397183,0.07440438949344207,0.08178576745219521,0.11663773596053566,0.2175176512934123,0.16330527430777614,0.1266804532236768,0.029869072047035608,
id=mobile_security.htm,0.08356523843494089,0.14368352578418567,0.07578960773673794,0.14384582427012485,0.1257085537817739,0.21786940430664847,0.08550623675942749,0.1837943331490326,0.04215383383778612,0.1537059189052607,0.2407040596120605,0.08753079277847017,0.11698494886602437,0.07461829020175695,0.12054506329771922,0.2306597728562233,0.19984337243745698,0.17362418501717955,0.04519890677243524,
id=lex_welcome_to_lex.htm,0.05964783667933505,0.06701626033827263,0.06423466477725975,0.2359183291875823,0.18396372726795907,0.15715106939191242,0.08205853966005112,0.12824220024758187,0.04663390916376522,0.1024188625528974,0.1821513255708668,0.052210778073993436,0.09924410383184967,0.09116665791074534,0.06304084069603386,0.14226880653744936,0.1554229301220398,0.13406227689942074,0.03338497907726143,
id=community_managed_content_overview.htm,0.029759816799061273,0.025950803920854252,0.097434040773849,0.14052968942801716,0.09765855037676142,0.07287731626987895,0.04737966343293652,0.05485885675188088,0.027982833238233633,0.05014009197847303,0.0459737928972952,0.03828246669152983,0.11624334257231478,0.43289034872269955,0.031061390369890775,0.06203347321257724,0.07136256932783408,0.06292454736657757,0.014188535497238398,cms
id=s1_branded_apps.htm,0.06195768348638377,0.12848871656415348,0.0670132681313172,0.13041916047509014,0.11731358057399605,0.19293883070449258,0.0794721516661279,0.17914734643525462,0.05446187971719994,0.12277535738746453,0.16498584637914282,0.08486291659511043,0.11852285062940689,0.08985476838545427,0.1247431176513618,0.20698270246126152,0.18854629383191224,0.16563837446716959,0.030031320426118446,
id=pardot_rn_parent.htm,0.0441931805038829,0.044005792339672195,0.017435556196533683,0.06185829854497471,0.06164062623283122,0.07871010879401039,0.02274116431297511,0.09134515480214092,0.04004528819575465,0.05931400157161339,0.06507191784964736,0.026433085018172785,0.2556832368356336,0.05158097380178329,0.028321148290898917,0.1055334145873797,0.08956180266755492,0.08274075587039036,0.03293649374369232,marketing-cloud
id=collaboration_admin_welcome.htm,0.06252964623238146,0.09301962020969255,0.05972985679375321,0.16164800477202942,0.10827672521554768,0.16770934551742786,0.07292687166674959,0.14854501894488403,0.04958197812315673,0.12027852147777895,0.16311074080181942,0.05433702767668491,0.1375974644418782,0.09457114345674293,0.609046222766249,0.16970489198244776,0.16626000528274426,0.1623802827543655,0.04473253290478656,quip
